target_00,target_01,target_02,target_03,target_04,target_05,target_06,target_07,target_08,target_09,target_10,target_11,target_12,target_13,target_14,target_15,target_16,target_17,target_18,target_19
90.04448312520981,29.01073843782598,100.59070190787315,68.41311839648655,52.58831945061684,113.66578042507172,55.71252800436581,66.44525265693665,163.3503902554512,34.81897462738885,161.96801036596298,57.57305808365345,118.70222225785255,63.25729513168335,66.22817918232509,103.28953635692596,93.63852652907372,87.34556898474693,83.14031210541725,33.86442542959143
130.49136917931693,77.12496289339933,69.52639428774516,82.83013844490051,157.7837303082148,118.59986400604248,74.0242415341464,95.13082920180426,35.01930574270395,77.63981513182323,41.4958032911474,111.33902295430501,81.24812711368908,62.710771997769676,181.22569150924681,72.99543939937244,97.105331103007,87.11277559068468,63.12769390986516,78.30733948283725
107.01025907198589,75.94344413280487,96.58015259106953,71.1749567435338,71.16133157412212,112.04176398118337,83.31480006376903,67.95124357938766,142.59917195638022,110.58951575415475,45.304475875127885,82.26551282405853,93.34508874416352,61.423327867801376,71.13391270637513,131.19535299709864,58.710285584131874,75.5625432531039,77.69934585359361,163.3619348049164
41.76861100726657,96.76695001125336,119.04110606511433,90.14032561779023,29.65261794674781,86.50116658210754,152.0127730369568,60.80153166330778,129.38842713832855,57.44277779261271,33.547961491804855,139.4871320327123,84.19673693180084,49.8467567092494,135.8296835899353,112.55382823944092,29.130190935134888,30.02749546112553,77.75245658556621,75.39300258159638
83.88049236933391,95.45703068375587,68.04028109141758,43.417066701253255,137.93269817034403,119.86730769702366,41.96668794949849,117.43022326060704,129.75969062532698,50.20917966491297,91.23422527313232,54.540375214356644,24.00570837227074,105.77310542265575,51.46822294822106,107.62498325109482,57.126684337854385,70.50411180655162,77.74679017066956,49.36791491508484
45.10130927141975,72.51137831807137,99.20818262630038,60.18261283636093,134.31638807058334,84.79921191930771,113.4465674161911,51.65536430676778,81.36153131723404,87.57678895526462,51.409133925157434,96.53106866942511,109.87202647328377,103.82687743504842,65.37222024798393,76.82520028948784,48.92008115263546,57.23253791034222,103.92991458045111,46.453445224200976
56.652960284550986,95.2803030354636,45.45259637302823,90.61719308959113,75.18662293752034,52.91032172739506,132.83084712028503,91.97364876005385,176.58932814598083,103.30361819267273,78.13234904077318,74.45433963669672,77.37141299247742,47.337699085474014,84.16304167111714,70.76570615768432,66.8362311522166,84.1031148672104,51.519180329640704,90.61631286144257
54.734816789627075,47.14588484764099,70.39089808861415,93.35031473636627,68.8645559946696,69.80456036787767,96.0085122346878,85.19105815887451,155.60467418034872,87.23229210376739,124.94659284750621,55.75765239397685,77.39889113903045,107.9925575653712,39.748544404904045,131.52741751670837,19.016115031343826,119.25561959402901,112.3795391023159,131.81815481185913
98.56687325239182,141.69064807891846,58.60914678573609,57.50970186505999,166.64209707578024,57.27036375658853,106.77116922537486,64.9972657423753,122.19003967444102,56.440505266189575,44.35847010612488,63.62648747648512,56.08410032093525,111.32644144694011,94.78460490703583,57.94681574900945,94.67488809994289,68.02281882212712,101.13194731303624,64.56743749550411
88.45723598003387,68.22952208518981,80.38491649627686,147.5888608455658,32.60226928710937,212.24900877475739,67.83104052910438,90.1101576600756,65.8578692873319,123.40367178916931,108.88741552829742,78.42284005338496,83.7853341443198,53.00203492906358,75.61920416355133,116.84497126936913,114.29508593678474,72.13946599226732,99.27963481630597,58.53912651538849
105.48851186037064,88.20901432037354,66.06428014148365,77.84976794719697,7.647850792916095,85.61931146274914,97.55592295527458,84.46346089243889,78.19301106532414,58.54322238401933,111.3353042602539,82.74221057891846,116.08524286746979,57.055986946279354,12.980979700557521,154.1909537911415,90.28040072917938,155.8702672958374,65.79526042938232,150.90962489446005
62.65465217370253,47.51620788323252,69.07420901151804,76.47716031074523,77.60792805931784,83.14319803498007,76.55965905719333,81.34622573852539,86.45465876839377,126.32509570121765,45.99404264751234,75.38752118023959,29.37173245693075,43.442413769270246,55.81724909373692,60.01366742451986,107.13732323646545,111.66091601053874,72.9044963013042,70.25765550136566
